timestamp,cmdb_id,parent_id,span_id,trace_id,duration
1615017900010,MG02,2021_03_06-B-1615017900,2021_03_06-C-1615017900,trace-2021_03_06-1615017900,57
1615017960000,apache01,,2021_03_06-A-1615017960,trace-2021_03_06-1615017960,26
1615017960005,MG02,2021_03_06-A-1615017960,2021_03_06-B-1615017960,trace-2021_03_06-1615017960,37
1615017960010,MG02,2021_03_06-B-1615017960,2021_03_06-C-1615017960,trace-2021_03_06-1615017960,45
1615018020000,apache01,,2021_03_06-A-1615018020,trace-2021_03_06-1615018020,26
1615018020005,MG02,2021_03_06-A-1615018020,2021_03_06-B-1615018020,trace-2021_03_06-1615018020,31
1615018020010,MG02,2021_03_06-B-1615018020,2021_03_06-C-1615018020,trace-2021_03_06-1615018020,49
1615018080000,apache01,,2021_03_06-A-1615018080,trace-2021_03_06-1615018080,20
1615018080005,MG02,2021_03_06-A-1615018080,2021_03_06-B-1615018080,trace-2021_03_06-1615018080,35
1615018080010,MG02,2021_03_06-B-1615018080,2021_03_06-C-1615018080,trace-2021_03_06-1615018080,58
1615018140000,apache01,,2021_03_06-A-1615018140,trace-2021_03_06-1615018140,24
1615018140005,MG02,2021_03_06-A-1615018140,2021_03_06-B-1615018140,trace-2021_03_06-1615018140,34
1615018140010,MG02,2021_03_06-B-1615018140,2021_03_06-C-1615018140,trace-2021_03_06-1615018140,57
1615018200000,apache01,,2021_03_06-A-1615018200,trace-2021_03_06-1615018200,26
1615018200005,MG02,2021_03_06-A-1615018200,2021_03_06-B-1615018200,trace-2021_03_06-1615018200,36
1615018200010,MG02,2021_03_06-B-1615018200,2021_03_06-C-1615018200,trace-2021_03_06-1615018200,51
1615018260000,apache01,,2021_03_06-A-1615018260,trace-2021_03_06-1615018260,22
1615018260005,MG02,2021_03_06-A-1615018260,2021_03_06-B-1615018260,trace-2021_03_06-1615018260,39
1615018260010,MG02,2021_03_06-B-1615018260,2021_03_06-C-1615018260,trace-2021_03_06-1615018260,48
1615018320000,apache01,,2021_03_06-A-1615018320,trace-2021_03_06-1615018320,22
1615018320005,MG02,2021_03_06-A-1615018320,2021_03_06-B-1615018320,trace-2021_03_06-1615018320,39
1615018320010,MG02,2021_03_06-B-1615018320,2021_03_06-C-1615018320,trace-2021_03_06-1615018320,53
1615018380000,apache01,,2021_03_06-A-1615018380,trace-2021_03_06-1615018380,25
1615018380005,MG02,2021_03_06-A-1615018380,2021_03_06-B-1615018380,trace-2021_03_06-1615018380,37
1615018380010,MG02,2021_03_06-B-1615018380,2021_03_06-C-1615018380,trace-2021_03_06-1615018380,51
1615018440000,apache01,,2021_03_06-A-1615018440,trace-2021_03_06-1615018440,22
1615018440005,MG02,2021_03_06-A-1615018440,2021_03_06-B-1615018440,trace-2021_03_06-1615018440,38
1615018440010,MG02,2021_03_06-B-1615018440,2021_03_06-C-1615018440,trace-2021_03_06-1615018440,57
1615018500000,apache01,,2021_03_06-A-1615018500,trace-2021_03_06-1615018500,20
1615018500005,MG02,2021_03_06-A-1615018500,2021_03_06-B-1615018500,trace-2021_03_06-1615018500,36
1615018500010,MG02,2021_03_06-B-1615018500,2021_03_06-C-1615018500,trace-2021_03_06-1615018500,60
1615018560000,apache01,,2021_03_06-A-1615018560,trace-2021_03_06-1615018560,21
1615018560005,MG02,2021_03_06-A-1615018560,2021_03_06-B-1615018560,trace-2021_03_06-1615018560,37
1615018560010,MG02,2021_03_06-B-1615018560,2021_03_06-C-1615018560,trace-2021_03_06-1615018560,48
1615018620000,apache01,,2021_03_06-A-1615018620,trace-2021_03_06-1615018620,20
1615018620005,MG02,2021_03_06-A-1615018620,2021_03_06-B-1615018620,trace-2021_03_06-1615018620,34
1615018620010,MG02,2021_03_06-B-1615018620,2021_03_06-C-1615018620,trace-2021_03_06-1615018620,47
1615018680000,apache01,,2021_03_06-A-1615018680,trace-2021_03_06-1615018680,25
1615018680005,MG02,2021_03_06-A-1615018680,2021_03_06-B-1615018680,trace-2021_03_06-1615018680,37
1615018680010,MG02,2021_03_06-B-1615018680,2021_03_06-C-1615018680,trace-2021_03_06-1615018680,46
1615018740000,apache01,,2021_03_06-A-1615018740,trace-2021_03_06-1615018740,27
1615018740005,MG02,2021_03_06-A-1615018740,2021_03_06-B-1615018740,trace-2021_03_06-1615018740,39
1615018740010,MG02,2021_03_06-B-1615018740,2021_03_06-C-1615018740,trace-2021_03_06-1615018740,57
1615018800000,apache01,,2021_03_06-A-1615018800,trace-2021_03_06-1615018800,23
1615018800005,MG02,2021_03_06-A-1615018800,2021_03_06-B-1615018800,trace-2021_03_06-1615018800,30
1615018800010,MG02,2021_03_06-B-1615018800,2021_03_06-C-1615018800,trace-2021_03_06-1615018800,58
1615018860000,apache01,,2021_03_06-A-1615018860,trace-2021_03_06-1615018860,25
1615018860005,MG02,2021_03_06-A-1615018860,2021_03_06-B-1615018860,trace-2021_03_06-1615018860,34
1615018860010,MG02,2021_03_06-B-1615018860,2021_03_06-C-1615018860,trace-2021_03_06-1615018860,46
1615018920000,apache01,,2021_03_06-A-1615018920,trace-2021_03_06-1615018920,20
1615018920005,MG02,2021_03_06-A-1615018920,2021_03_06-B-1615018920,trace-2021_03_06-1615018920,30
1615018920010,MG02,2021_03_06-B-1615018920,2021_03_06-C-1615018920,trace-2021_03_06-1615018920,60
1615018980000,apache01,,2021_03_06-A-1615018980,trace-2021_03_06-1615018980,26
1615018980005,MG02,2021_03_06-A-1615018980,2021_03_06-B-1615018980,trace-2021_03_06-1615018980,38
1615018980010,MG02,2021_03_06-B-1615018980,2021_03_06-C-1615018980,trace-2021_03_06-1615018980,59
1615019040000,apache01,,2021_03_06-A-1615019040,trace-2021_03_06-1615019040,23
1615019040005,MG02,2021_03_06-A-1615019040,2021_03_06-B-1615019040,trace-2021_03_06-1615019040,31
1615019040010,MG02,2021_03_06-B-1615019040,2021_03_06-C-1615019040,trace-2021_03_06-1615019040,60
1615019100000,apache01,,2021_03_06-A-1615019100,trace-2021_03_06-1615019100,24
1615019100005,MG02,2021_03_06-A-1615019100,2021_03_06-B-1615019100,trace-2021_03_06-1615019100,36
1615019100010,MG02,2021_03_06-B-1615019100,2021_03_06-C-1615019100,trace-2021_03_06-1615019100,59
1615019160000,apache01,,2021_03_06-A-1615019160,trace-2021_03_06-1615019160,27
1615019160005,MG02,2021_03_06-A-1615019160,2021_03_06-B-1615019160,trace-2021_03_06-1615019160,37
1615019160010,MG02,2021_03_06-B-1615019160,2021_03_06-C-1615019160,trace-2021_03_06-1615019160,58
1615019220000,apache01,,2021_03_06-A-1615019220,trace-2021_03_06-1615019220,21
1615019220005,MG02,2021_03_06-A-1615019220,2021_03_06-B-1615019220,trace-2021_03_06-1615019220,35
1615019220010,MG02,2021_03_06-B-1615019220,2021_03_06-C-1615019220,trace-2021_03_06-1615019220,55
1615019280000,apache01,,2021_03_06-A-1615019280,trace-2021_03_06-1615019280,20
1615019280005,MG02,2021_03_06-A-1615019280,2021_03_06-B-1615019280,trace-2021_03_06-1615019280,36
1615019280010,MG02,2021_03_06-B-1615019280,2021_03_06-C-1615019280,trace-2021_03_06-1615019280,48
1615019340000,apache01,,2021_03_06-A-1615019340,trace-2021_03_06-1615019340,23
1615019340005,MG02,2021_03_06-A-1615019340,2021_03_06-B-1615019340,trace-2021_03_06-1615019340,36
1615019340010,MG02,2021_03_06-B-1615019340,2021_03_06-C-1615019340,trace-2021_03_06-1615019340,52
1615019400000,apache01,,2021_03_06-A-1615019400,trace-2021_03_06-1615019400,27
1615019400005,MG02,2021_03_06-A-1615019400,2021_03_06-B-1615019400,trace-2021_03_06-1615019400,33
1615019400010,MG02,2021_03_06-B-1615019400,2021_03_06-C-1615019400,trace-2021_03_06-1615019400,55
1615019460000,apache01,,2021_03_06-A-1615019460,trace-2021_03_06-1615019460,21
1615019460005,MG02,2021_03_06-A-1615019460,2021_03_06-B-1615019460,trace-2021_03_06-1615019460,33
1615019460010,MG02,2021_03_06-B-1615019460,2021_03_06-C-1615019460,trace-2021_03_06-1615019460,50
1615019520000,apache01,,2021_03_06-A-1615019520,trace-2021_03_06-1615019520,27
1615019520005,MG02,2021_03_06-A-1615019520,2021_03_06-B-1615019520,trace-2021_03_06-1615019520,35
1615019520010,MG02,2021_03_06-B-1615019520,2021_03_06-C-1615019520,trace-2021_03_06-1615019520,46
1615019580000,apache01,,2021_03_06-A-1615019580,trace-2021_03_06-1615019580,25
1615019580005,MG02,2021_03_06-A-1615019580,2021_03_06-B-1615019580,trace-2021_03_06-1615019580,33
1615019580010,MG02,2021_03_06-B-1615019580,2021_03_06-C-1615019580,trace-2021_03_06-1615019580,46
1615019640000,apache01,,2021_03_06-A-1615019640,trace-2021_03_06-1615019640,21
1615019640005,MG02,2021_03_06-A-1615019640,2021_03_06-B-1615019640,trace-2021_03_06-1615019640,35
1615019640010,MG02,2021_03_06-B-1615019640,2021_03_06-C-1615019640,trace-2021_03_06-1615019640,59
1615019700000,apache01,,2021_03_06-A-1615019700,trace-2021_03_06-1615019700,21
1615019700005,MG02,2021_03_06-A-1615019700,2021_03_06-B-1615019700,trace-2021_03_06-1615019700,39
1615019700010,MG02,2021_03_06-B-1615019700,2021_03_06-C-1615019700,trace-2021_03_06-1615019700,52
1615019760000,apache01,,2021_03_06-A-1615019760,trace-2021_03_06-1615019760,24
1615019760005,MG02,2021_03_06-A-1615019760,2021_03_06-B-1615019760,trace-2021_03_06-1615019760,35
1615019760010,MG02,2021_03_06-B-1615019760,2021_03_06-C-1615019760,trace-2021_03_06-1615019760,59
1615019820000,apache01,,2021_03_06-A-1615019820,trace-2021_03_06-1615019820,24
1615019820005,MG02,2021_03_06-A-1615019820,2021_03_06-B-1615019820,trace-2021_03_06-1615019820,38
1615019820010,MG02,2021_03_06-B-1615019820,2021_03_06-C-1615019820,trace-2021_03_06-1615019820,57
1615019880000,apache01,,2021_03_06-A-1615019880,trace-2021_03_06-1615019880,24
1615019880005,MG02,2021_03_06-A-1615019880,2021_03_06-B-1615019880,trace-2021_03_06-1615019880,34
1615019880010,MG02,2021_03_06-B-1615019880,2021_03_06-C-1615019880,trace-2021_03_06-1615019880,55
1615019940000,apache01,,2021_03_06-A-1615019940,trace-2021_03_06-1615019940,21
1615019940005,MG02,2021_03_06-A-1615019940,2021_03_06-B-1615019940,trace-2021_03_06-1615019940,32
1615019940010,MG02,2021_03_06-B-1615019940,2021_03_06-C-1615019940,trace-2021_03_06-1615019940,49
1615020000000,apache01,,2021_03_06-A-1615020000,trace-2021_03_06-1615020000,25
1615020000005,MG02,2021_03_06-A-1615020000,2021_03_06-B-1615020000,trace-2021_03_06-1615020000,39
1615020000010,MG02,2021_03_06-B-1615020000,2021_03_06-C-1615020000,trace-2021_03_06-1615020000,48
1615020060000,apache01,,2021_03_06-A-1615020060,trace-2021_03_06-1615020060,20
1615020060005,MG02,2021_03_06-A-1615020060,2021_03_06-B-1615020060,trace-2021_03_06-1615020060,31
1615020060010,MG02,2021_03_06-B-1615020060,2021_03_06-C-1615020060,trace-2021_03_06-1615020060,59
1615020120000,apache01,,2021_03_06-A-1615020120,trace-2021_03_06-1615020120,20
1615020120005,MG02,2021_03_06-A-1615020120,2021_03_06-B-1615020120,trace-2021_03_06-1615020120,31
1615020120010,MG02,2021_03_06-B-1615020120,2021_03_06-C-1615020120,trace-2021_03_06-1615020120,56
1615020180000,apache01,,2021_03_06-A-1615020180,trace-2021_03_06-1615020180,23
1615020180005,MG02,2021_03_06-A-1615020180,2021_03_06-B-1615020180,trace-2021_03_06-1615020180,35
1615020180010,MG02,2021_03_06-B-1615020180,2021_03_06-C-1615020180,trace-2021_03_06-1615020180,56
1615020240000,apache01,,2021_03_06-A-1615020240,trace-2021_03_06-1615020240,20
1615020240005,MG02,2021_03_06-A-1615020240,2021_03_06-B-1615020240,trace-2021_03_06-1615020240,36
1615020240010,MG02,2021_03_06-B-1615020240,2021_03_06-C-1615020240,trace-2021_03_06-1615020240,46
1615020300000,apache01,,2021_03_06-A-1615020300,trace-2021_03_06-1615020300,25
1615020300005,MG02,2021_03_06-A-1615020300,2021_03_06-B-1615020300,trace-2021_03_06-1615020300,37
1615020300010,MG02,2021_03_06-B-1615020300,2021_03_06-C-1615020300,trace-2021_03_06-1615020300,50
1615020360000,apache01,,2021_03_06-A-1615020360,trace-2021_03_06-1615020360,20
1615020360005,MG02,2021_03_06-A-1615020360,2021_03_06-B-1615020360,trace-2021_03_06-1615020360,32
1615020360010,MG02,2021_03_06-B-1615020360,2021_03_06-C-1615020360,trace-2021_03_06-1615020360,57
1615020420000,apache01,,2021_03_06-A-1615020420,trace-2021_03_06-1615020420,23
1615020420005,MG02,2021_03_06-A-1615020420,2021_03_06-B-1615020420,trace-2021_03_06-1615020420,37
1615020420010,MG02,2021_03_06-B-1615020420,2021_03_06-C-1615020420,trace-2021_03_06-1615020420,56
1615020480000,apache01,,2021_03_06-A-1615020480,trace-2021_03_06-1615020480,24
1615020480005,MG02,2021_03_06-A-1615020480,2021_03_06-B-1615020480,trace-2021_03_06-1615020480,38
1615020480010,MG02,2021_03_06-B-1615020480,2021_03_06-C-1615020480,trace-2021_03_06-1615020480,60
1615020540000,apache01,,2021_03_06-A-1615020540,trace-2021_03_06-1615020540,25
1615020540005,MG02,2021_03_06-A-1615020540,2021_03_06-B-1615020540,trace-2021_03_06-1615020540,33
1615020540010,MG02,2021_03_06-B-1615020540,2021_03_06-C-1615020540,trace-2021_03_06-1615020540,58
1615020600000,apache01,,2021_03_06-A-1615020600,trace-2021_03_06-1615020600,21
1615020600005,MG02,2021_03_06-A-1615020600,2021_03_06-B-1615020600,trace-2021_03_06-1615020600,31
1615020600010,MG02,2021_03_06-B-1615020600,2021_03_06-C-1615020600,trace-2021_03_06-1615020600,50
1615020660000,apache01,,2021_03_06-A-1615020660,trace-2021_03_06-1615020660,24
1615020660005,MG02,2021_03_06-A-1615020660,2021_03_06-B-1615020660,trace-2021_03_06-1615020660,34
1615020660010,MG02,2021_03_06-B-1615020660,2021_03_06-C-1615020660,trace-2021_03_06-1615020660,51
1615020720000,apache01,,2021_03_06-A-1615020720,trace-2021_03_06-1615020720,27
1615020720005,MG02,2021_03_06-A-1615020720,2021_03_06-B-1615020720,trace-2021_03_06-1615020720,39
1615020720010,MG02,2021_03_06-B-1615020720,2021_03_06-C-1615020720,trace-2021_03_06-1615020720,51
1615020780000,apache01,,2021_03_06-A-1615020780,trace-2021_03_06-1615020780,21
1615020780005,MG02,2021_03_06-A-1615020780,2021_03_06-B-1615020780,trace-2021_03_06-1615020780,30
1615020780010,MG02,2021_03_06-B-1615020780,2021_03_06-C-1615020780,trace-2021_03_06-1615020780,53
1615020840000,apache01,,2021_03_06-A-1615020840,trace-2021_03_06-1615020840,24
1615020840005,MG02,2021_03_06-A-1615020840,2021_03_06-B-1615020840,trace-2021_03_06-1615020840,31
1615020840010,MG02,2021_03_06-B-1615020840,2021_03_06-C-1615020840,trace-2021_03_06-1615020840,54
1615020900000,apache01,,2021_03_06-A-1615020900,trace-2021_03_06-1615020900,21
1615020900005,MG02,2021_03_06-A-1615020900,2021_03_06-B-1615020900,trace-2021_03_06-1615020900,31
1615020900010,MG02,2021_03_06-B-1615020900,2021_03_06-C-1615020900,trace-2021_03_06-1615020900,47
1615020960000,apache01,,2021_03_06-A-1615020960,trace-2021_03_06-1615020960,27
1615020960005,MG02,2021_03_06-A-1615020960,2021_03_06-B-1615020960,trace-2021_03_06-1615020960,34
1615020960010,MG02,2021_03_06-B-1615020960,2021_03_06-C-1615020960,trace-2021_03_06-1615020960,50
1615021020000,apache01,,2021_03_06-A-1615021020,trace-2021_03_06-1615021020,26
1615021020005,MG02,2021_03_06-A-1615021020,2021_03_06-B-1615021020,trace-2021_03_06-1615021020,37
1615021020010,MG02,2021_03_06-B-1615021020,2021_03_06-C-1615021020,trace-2021_03_06-1615021020,54
1615021080000,apache01,,2021_03_06-A-1615021080,trace-2021_03_06-1615021080,24
1615021080005,MG02,2021_03_06-A-1615021080,2021_03_06-B-1615021080,trace-2021_03_06-1615021080,37
1615021080010,MG02,2021_03_06-B-1615021080,2021_03_06-C-1615021080,trace-2021_03_06-1615021080,49
1615021140000,apache01,,2021_03_06-A-1615021140,trace-2021_03_06-1615021140,24
1615021140005,MG02,2021_03_06-A-1615021140,2021_03_06-B-1615021140,trace-2021_03_06-1615021140,39
1615021140010,MG02,2021_03_06-B-1615021140,2021_03_06-C-1615021140,trace-2021_03_06-1615021140,46
1615021200000,apache01,,2021_03_06-A-1615021200,trace-2021_03_06-1615021200,27
1615021200005,MG02,2021_03_06-A-1615021200,2021_03_06-B-1615021200,trace-2021_03_06-1615021200,33
1615021200010,MG02,2021_03_06-B-1615021200,2021_03_06-C-1615021200,trace-2021_03_06-1615021200,60
1615021260000,apache01,,2021_03_06-A-1615021260,trace-2021_03_06-1615021260,22
1615021260005,MG02,2021_03_06-A-1615021260,2021_03_06-B-1615021260,trace-2021_03_06-1615021260,33
1615021260010,MG02,2021_03_06-B-1615021260,2021_03_06-C-1615021260,trace-2021_03_06-1615021260,60
1615021320000,apache01,,2021_03_06-A-1615021320,trace-2021_03_06-1615021320,22
1615021320005,MG02,2021_03_06-A-1615021320,2021_03_06-B-1615021320,trace-2021_03_06-1615021320,33
1615021320010,MG02,2021_03_06-B-1615021320,2021_03_06-C-1615021320,trace-2021_03_06-1615021320,49
1615021380000,apache01,,2021_03_06-A-1615021380,trace-2021_03_06-1615021380,24
1615021380005,MG02,2021_03_06-A-1615021380,2021_03_06-B-1615021380,trace-2021_03_06-1615021380,34
1615021380010,MG02,2021_03_06-B-1615021380,2021_03_06-C-1615021380,trace-2021_03_06-1615021380,59
1615021440000,apache01,,2021_03_06-A-1615021440,trace-2021_03_06-1615021440,24
1615021440005,MG02,2021_03_06-A-1615021440,2021_03_06-B-1615021440,trace-2021_03_06-1615021440,38
1615021440010,MG02,2021_03_06-B-1615021440,2021_03_06-C-1615021440,trace-2021_03_06-1615021440,57
1615021500000,apache01,,2021_03_06-A-1615021500,trace-2021_03_06-1615021500,27
1615021500005,MG02,2021_03_06-A-1615021500,2021_03_06-B-1615021500,trace-2021_03_06-1615021500,30
1615021500010,MG02,2021_03_06-B-1615021500,2021_03_06-C-1615021500,trace-2021_03_06-1615021500,52
1615021560000,apache01,,2021_03_06-A-1615021560,trace-2021_03_06-1615021560,26
1615021560005,MG02,2021_03_06-A-1615021560,2021_03_06-B-1615021560,trace-2021_03_06-1615021560,36
1615021560010,MG02,2021_03_06-B-1615021560,2021_03_06-C-1615021560,trace-2021_03_06-1615021560,53
1615021620000,apache01,,2021_03_06-A-1615021620,trace-2021_03_06-1615021620,24
1615021620005,MG02,2021_03_06-A-1615021620,2021_03_06-B-1615021620,trace-2021_03_06-1615021620,37
1615021620010,MG02,2021_03_06-B-1615021620,2021_03_06-C-1615021620,trace-2021_03_06-1615021620,54
1615021680000,apache01,,2021_03_06-A-1615021680,trace-2021_03_06-1615021680,24
1615021680005,MG02,2021_03_06-A-1615021680,2021_03_06-B-1615021680,trace-2021_03_06-1615021680,38
1615021680010,MG02,2021_03_06-B-1615021680,2021_03_06-C-1615021680,trace-2021_03_06-1615021680,55
1615021740000,apache01,,2021_03_06-A-1615021740,trace-2021_03_06-1615021740,27
1615021740005,MG02,2021_03_06-A-1615021740,2021_03_06-B-1615021740,trace-2021_03_06-1615021740,33
1615021740010,MG02,2021_03_06-B-1615021740,2021_03_06-C-1615021740,trace-2021_03_06-1615021740,54
1615021800000,apache01,,2021_03_06-A-1615021800,trace-2021_03_06-1615021800,25
1615021800005,MG02,2021_03_06-A-1615021800,2021_03_06-B-1615021800,trace-2021_03_06-1615021800,32
1615021800010,MG02,2021_03_06-B-1615021800,2021_03_06-C-1615021800,trace-2021_03_06-1615021800,47
1615021860000,apache01,,2021_03_06-A-1615021860,trace-2021_03_06-1615021860,23
1615021860005,MG02,2021_03_06-A-1615021860,2021_03_06-B-1615021860,trace-2021_03_06-1615021860,35
1615021860010,MG02,2021_03_06-B-1615021860,2021_03_06-C-1615021860,trace-2021_03_06-1615021860,45
1615021920000,apache01,,2021_03_06-A-1615021920,trace-2021_03_06-1615021920,22
1615021920005,MG02,2021_03_06-A-1615021920,2021_03_06-B-1615021920,trace-2021_03_06-1615021920,30
1615021920010,MG02,2021_03_06-B-1615021920,2021_03_06-C-1615021920,trace-2021_03_06-1615021920,55
1615021980000,apache01,,2021_03_06-A-1615021980,trace-2021_03_06-1615021980,25
1615021980005,MG02,2021_03_06-A-1615021980,2021_03_06-B-1615021980,trace-2021_03_06-1615021980,37
1615021980010,MG02,2021_03_06-B-1615021980,2021_03_06-C-1615021980,trace-2021_03_06-1615021980,53
1615022040000,apache01,,2021_03_06-A-1615022040,trace-2021_03_06-1615022040,24
1615022040005,MG02,2021_03_06-A-1615022040,2021_03_06-B-1615022040,trace-2021_03_06-1615022040,39
1615022040010,MG02,2021_03_06-B-1615022040,2021_03_06-C-1615022040,trace-2021_03_06-1615022040,59
1615022100000,apache01,,2021_03_06-A-1615022100,trace-2021_03_06-1615022100,22
1615022100005,MG02,2021_03_06-A-1615022100,2021_03_06-B-1615022100,trace-2021_03_06-1615022100,30
1615022100010,MG02,2021_03_06-B-1615022100,2021_03_06-C-1615022100,trace-2021_03_06-1615022100,54
1615022160000,apache01,,2021_03_06-A-1615022160,trace-2021_03_06-1615022160,26
1615022160005,MG02,2021_03_06-A-1615022160,2021_03_06-B-1615022160,trace-2021_03_06-1615022160,39
1615022160010,MG02,2021_03_06-B-1615022160,2021_03_06-C-1615022160,trace-2021_03_06-1615022160,50
1615022220000,apache01,,2021_03_06-A-1615022220,trace-2021_03_06-1615022220,24
1615022220005,MG02,2021_03_06-A-1615022220,2021_03_06-B-1615022220,trace-2021_03_06-1615022220,32
1615022220010,MG02,2021_03_06-B-1615022220,2021_03_06-C-1615022220,trace-2021_03_06-1615022220,57
1615022280000,apache01,,2021_03_06-A-1615022280,trace-2021_03_06-1615022280,26
1615022280005,MG02,2021_03_06-A-1615022280,2021_03_06-B-1615022280,trace-2021_03_06-1615022280,36
1615022280010,MG02,2021_03_06-B-1615022280,2021_03_06-C-1615022280,trace-2021_03_06-1615022280,55
1615022340000,apache01,,2021_03_06-A-1615022340,trace-2021_03_06-1615022340,26
1615022340005,MG02,2021_03_06-A-1615022340,2021_03_06-B-1615022340,trace-2021_03_06-1615022340,38
1615022340010,MG02,2021_03_06-B-1615022340,2021_03_06-C-1615022340,trace-2021_03_06-1615022340,52
1615022400000,apache01,,2021_03_06-A-1615022400,trace-2021_03_06-1615022400,23
1615022400005,MG02,2021_03_06-A-1615022400,2021_03_06-B-1615022400,trace-2021_03_06-1615022400,33
1615022400010,MG02,2021_03_06-B-1615022400,2021_03_06-C-1615022400,trace-2021_03_06-1615022400,45
1615022460000,apache01,,2021_03_06-A-1615022460,trace-2021_03_06-1615022460,20
1615022460005,MG02,2021_03_06-A-1615022460,2021_03_06-B-1615022460,trace-2021_03_06-1615022460,32
