timestamp,cmdb_id,parent_id,span_id,trace_id,duration
1614917700010,Tomcat01,2021_03_05-B-1614917700,2021_03_05-C-1614917700,trace-2021_03_05-1614917700,55
1614917760000,apache01,,2021_03_05-A-1614917760,trace-2021_03_05-1614917760,21
1614917760005,Tomcat02,2021_03_05-A-1614917760,2021_03_05-B-1614917760,trace-2021_03_05-1614917760,33
1614917760010,Tomcat01,2021_03_05-B-1614917760,2021_03_05-C-1614917760,trace-2021_03_05-1614917760,47
1614917820000,apache01,,2021_03_05-A-1614917820,trace-2021_03_05-1614917820,22
1614917820005,Tomcat02,2021_03_05-A-1614917820,2021_03_05-B-1614917820,trace-2021_03_05-1614917820,33
1614917820010,Tomcat01,2021_03_05-B-1614917820,2021_03_05-C-1614917820,trace-2021_03_05-1614917820,60
1614917880000,apache01,,2021_03_05-A-1614917880,trace-2021_03_05-1614917880,20
1614917880005,Tomcat02,2021_03_05-A-1614917880,2021_03_05-B-1614917880,trace-2021_03_05-1614917880,36
1614917880010,Tomcat01,2021_03_05-B-1614917880,2021_03_05-C-1614917880,trace-2021_03_05-1614917880,50
1614917940000,apache01,,2021_03_05-A-1614917940,trace-2021_03_05-1614917940,21
1614917940005,Tomcat02,2021_03_05-A-1614917940,2021_03_05-B-1614917940,trace-2021_03_05-1614917940,34
1614917940010,Tomcat01,2021_03_05-B-1614917940,2021_03_05-C-1614917940,trace-2021_03_05-1614917940,58
1614918000000,apache01,,2021_03_05-A-1614918000,trace-2021_03_05-1614918000,23
1614918000005,Tomcat02,2021_03_05-A-1614918000,2021_03_05-B-1614918000,trace-2021_03_05-1614918000,36
1614918000010,Tomcat01,2021_03_05-B-1614918000,2021_03_05-C-1614918000,trace-2021_03_05-1614918000,52
1614918060000,apache01,,2021_03_05-A-1614918060,trace-2021_03_05-1614918060,20
1614918060005,Tomcat02,2021_03_05-A-1614918060,2021_03_05-B-1614918060,trace-2021_03_05-1614918060,35
1614918060010,Tomcat01,2021_03_05-B-1614918060,2021_03_05-C-1614918060,trace-2021_03_05-1614918060,51
1614918120000,apache01,,2021_03_05-A-1614918120,trace-2021_03_05-1614918120,24
1614918120005,Tomcat02,2021_03_05-A-1614918120,2021_03_05-B-1614918120,trace-2021_03_05-1614918120,39
1614918120010,Tomcat01,2021_03_05-B-1614918120,2021_03_05-C-1614918120,trace-2021_03_05-1614918120,48
1614918180000,apache01,,2021_03_05-A-1614918180,trace-2021_03_05-1614918180,23
1614918180005,Tomcat02,2021_03_05-A-1614918180,2021_03_05-B-1614918180,trace-2021_03_05-1614918180,37
1614918180010,Tomcat01,2021_03_05-B-1614918180,2021_03_05-C-1614918180,trace-2021_03_05-1614918180,49
1614918240000,apache01,,2021_03_05-A-1614918240,trace-2021_03_05-1614918240,21
1614918240005,Tomcat02,2021_03_05-A-1614918240,2021_03_05-B-1614918240,trace-2021_03_05-1614918240,32
1614918240010,Tomcat01,2021_03_05-B-1614918240,2021_03_05-C-1614918240,trace-2021_03_05-1614918240,55
1614918300000,apache01,,2021_03_05-A-1614918300,trace-2021_03_05-1614918300,25
1614918300005,Tomcat02,2021_03_05-A-1614918300,2021_03_05-B-1614918300,trace-2021_03_05-1614918300,35
1614918300010,Tomcat01,2021_03_05-B-1614918300,2021_03_05-C-1614918300,trace-2021_03_05-1614918300,50
1614918360000,apache01,,2021_03_05-A-1614918360,trace-2021_03_05-1614918360,22
1614918360005,Tomcat02,2021_03_05-A-1614918360,2021_03_05-B-1614918360,trace-2021_03_05-1614918360,33
1614918360010,Tomcat01,2021_03_05-B-1614918360,2021_03_05-C-1614918360,trace-2021_03_05-1614918360,45
1614918420000,apache01,,2021_03_05-A-1614918420,trace-2021_03_05-1614918420,24
1614918420005,Tomcat02,2021_03_05-A-1614918420,2021_03_05-B-1614918420,trace-2021_03_05-1614918420,32
1614918420010,Tomcat01,2021_03_05-B-1614918420,2021_03_05-C-1614918420,trace-2021_03_05-1614918420,55
1614918480000,apache01,,2021_03_05-A-1614918480,trace-2021_03_05-1614918480,23
1614918480005,Tomcat02,2021_03_05-A-1614918480,2021_03_05-B-1614918480,trace-2021_03_05-1614918480,37
1614918480010,Tomcat01,2021_03_05-B-1614918480,2021_03_05-C-1614918480,trace-2021_03_05-1614918480,54
1614918540000,apache01,,2021_03_05-A-1614918540,trace-2021_03_05-1614918540,27
1614918540005,Tomcat02,2021_03_05-A-1614918540,2021_03_05-B-1614918540,trace-2021_03_05-1614918540,30
1614918540010,Tomcat01,2021_03_05-B-1614918540,2021_03_05-C-1614918540,trace-2021_03_05-1614918540,58
1614918600000,apache01,,2021_03_05-A-1614918600,trace-2021_03_05-1614918600,22
1614918600005,Tomcat02,2021_03_05-A-1614918600,2021_03_05-B-1614918600,trace-2021_03_05-1614918600,33
1614918600010,Tomcat01,2021_03_05-B-1614918600,2021_03_05-C-1614918600,trace-2021_03_05-1614918600,60
1614918660000,apache01,,2021_03_05-A-1614918660,trace-2021_03_05-1614918660,26
1614918660005,Tomcat02,2021_03_05-A-1614918660,2021_03_05-B-1614918660,trace-2021_03_05-1614918660,31
1614918660010,Tomcat01,2021_03_05-B-1614918660,2021_03_05-C-1614918660,trace-2021_03_05-1614918660,52
1614918720000,apache01,,2021_03_05-A-1614918720,trace-2021_03_05-1614918720,21
1614918720005,Tomcat02,2021_03_05-A-1614918720,2021_03_05-B-1614918720,trace-2021_03_05-1614918720,32
1614918720010,Tomcat01,2021_03_05-B-1614918720,2021_03_05-C-1614918720,trace-2021_03_05-1614918720,59
1614918780000,apache01,,2021_03_05-A-1614918780,trace-2021_03_05-1614918780,21
1614918780005,Tomcat02,2021_03_05-A-1614918780,2021_03_05-B-1614918780,trace-2021_03_05-1614918780,31
1614918780010,Tomcat01,2021_03_05-B-1614918780,2021_03_05-C-1614918780,trace-2021_03_05-1614918780,49
1614918840000,apache01,,2021_03_05-A-1614918840,trace-2021_03_05-1614918840,20
1614918840005,Tomcat02,2021_03_05-A-1614918840,2021_03_05-B-1614918840,trace-2021_03_05-1614918840,32
1614918840010,Tomcat01,2021_03_05-B-1614918840,2021_03_05-C-1614918840,trace-2021_03_05-1614918840,51
1614918900000,apache01,,2021_03_05-A-1614918900,trace-2021_03_05-1614918900,25
1614918900005,Tomcat02,2021_03_05-A-1614918900,2021_03_05-B-1614918900,trace-2021_03_05-1614918900,36
1614918900010,Tomcat01,2021_03_05-B-1614918900,2021_03_05-C-1614918900,trace-2021_03_05-1614918900,52
1614918960000,apache01,,2021_03_05-A-1614918960,trace-2021_03_05-1614918960,21
1614918960005,Tomcat02,2021_03_05-A-1614918960,2021_03_05-B-1614918960,trace-2021_03_05-1614918960,37
1614918960010,Tomcat01,2021_03_05-B-1614918960,2021_03_05-C-1614918960,trace-2021_03_05-1614918960,60
1614919020000,apache01,,2021_03_05-A-1614919020,trace-2021_03_05-1614919020,23
1614919020005,Tomcat02,2021_03_05-A-1614919020,2021_03_05-B-1614919020,trace-2021_03_05-1614919020,36
1614919020010,Tomcat01,2021_03_05-B-1614919020,2021_03_05-C-1614919020,trace-2021_03_05-1614919020,50
1614919080000,apache01,,2021_03_05-A-1614919080,trace-2021_03_05-1614919080,24
1614919080005,Tomcat02,2021_03_05-A-1614919080,2021_03_05-B-1614919080,trace-2021_03_05-1614919080,31
1614919080010,Tomcat01,2021_03_05-B-1614919080,2021_03_05-C-1614919080,trace-2021_03_05-1614919080,58
1614919140000,apache01,,2021_03_05-A-1614919140,trace-2021_03_05-1614919140,21
1614919140005,Tomcat02,2021_03_05-A-1614919140,2021_03_05-B-1614919140,trace-2021_03_05-1614919140,38
1614919140010,Tomcat01,2021_03_05-B-1614919140,2021_03_05-C-1614919140,trace-2021_03_05-1614919140,55
1614919200000,apache01,,2021_03_05-A-1614919200,trace-2021_03_05-1614919200,24
1614919200005,Tomcat02,2021_03_05-A-1614919200,2021_03_05-B-1614919200,trace-2021_03_05-1614919200,37
1614919200010,Tomcat01,2021_03_05-B-1614919200,2021_03_05-C-1614919200,trace-2021_03_05-1614919200,52
1614919260000,apache01,,2021_03_05-A-1614919260,trace-2021_03_05-1614919260,25
1614919260005,Tomcat02,2021_03_05-A-1614919260,2021_03_05-B-1614919260,trace-2021_03_05-1614919260,36
1614919260010,Tomcat01,2021_03_05-B-1614919260,2021_03_05-C-1614919260,trace-2021_03_05-1614919260,45
1614919320000,apache01,,2021_03_05-A-1614919320,trace-2021_03_05-1614919320,26
1614919320005,Tomcat02,2021_03_05-A-1614919320,2021_03_05-B-1614919320,trace-2021_03_05-1614919320,34
1614919320010,Tomcat01,2021_03_05-B-1614919320,2021_03_05-C-1614919320,trace-2021_03_05-1614919320,53
1614919380000,apache01,,2021_03_05-A-1614919380,trace-2021_03_05-1614919380,27
1614919380005,Tomcat02,2021_03_05-A-1614919380,2021_03_05-B-1614919380,trace-2021_03_05-1614919380,36
1614919380010,Tomcat01,2021_03_05-B-1614919380,2021_03_05-C-1614919380,trace-2021_03_05-1614919380,54
1614919440000,apache01,,2021_03_05-A-1614919440,trace-2021_03_05-1614919440,25
1614919440005,Tomcat02,2021_03_05-A-1614919440,2021_03_05-B-1614919440,trace-2021_03_05-1614919440,39
1614919440010,Tomcat01,2021_03_05-B-1614919440,2021_03_05-C-1614919440,trace-2021_03_05-1614919440,45
1614919500000,apache01,,2021_03_05-A-1614919500,trace-2021_03_05-1614919500,20
1614919500005,Tomcat02,2021_03_05-A-1614919500,2021_03_05-B-1614919500,trace-2021_03_05-1614919500,38
1614919500010,Tomcat01,2021_03_05-B-1614919500,2021_03_05-C-1614919500,trace-2021_03_05-1614919500,47
1614919560000,apache01,,2021_03_05-A-1614919560,trace-2021_03_05-1614919560,22
1614919560005,Tomcat02,2021_03_05-A-1614919560,2021_03_05-B-1614919560,trace-2021_03_05-1614919560,37
1614919560010,Tomcat01,2021_03_05-B-1614919560,2021_03_05-C-1614919560,trace-2021_03_05-1614919560,47
1614919620000,apache01,,2021_03_05-A-1614919620,trace-2021_03_05-1614919620,22
1614919620005,Tomcat02,2021_03_05-A-1614919620,2021_03_05-B-1614919620,trace-2021_03_05-1614919620,36
1614919620010,Tomcat01,2021_03_05-B-1614919620,2021_03_05-C-1614919620,trace-2021_03_05-1614919620,60
1614919680000,apache01,,2021_03_05-A-1614919680,trace-2021_03_05-1614919680,22
1614919680005,Tomcat02,2021_03_05-A-1614919680,2021_03_05-B-1614919680,trace-2021_03_05-1614919680,38
1614919680010,Tomcat01,2021_03_05-B-1614919680,2021_03_05-C-1614919680,trace-2021_03_05-1614919680,57
1614919740000,apache01,,2021_03_05-A-1614919740,trace-2021_03_05-1614919740,24
1614919740005,Tomcat02,2021_03_05-A-1614919740,2021_03_05-B-1614919740,trace-2021_03_05-1614919740,38
1614919740010,Tomcat01,2021_03_05-B-1614919740,2021_03_05-C-1614919740,trace-2021_03_05-1614919740,59
1614919800000,apache01,,2021_03_05-A-1614919800,trace-2021_03_05-1614919800,20
1614919800005,Tomcat02,2021_03_05-A-1614919800,2021_03_05-B-1614919800,trace-2021_03_05-1614919800,30
1614919800010,Tomcat01,2021_03_05-B-1614919800,2021_03_05-C-1614919800,trace-2021_03_05-1614919800,60
1614919860000,apache01,,2021_03_05-A-1614919860,trace-2021_03_05-1614919860,24
1614919860005,Tomcat02,2021_03_05-A-1614919860,2021_03_05-B-1614919860,trace-2021_03_05-1614919860,33
1614919860010,Tomcat01,2021_03_05-B-1614919860,2021_03_05-C-1614919860,trace-2021_03_05-1614919860,46
1614919920000,apache01,,2021_03_05-A-1614919920,trace-2021_03_05-1614919920,27
1614919920005,Tomcat02,2021_03_05-A-1614919920,2021_03_05-B-1614919920,trace-2021_03_05-1614919920,30
1614919920010,Tomcat01,2021_03_05-B-1614919920,2021_03_05-C-1614919920,trace-2021_03_05-1614919920,47
1614919980000,apache01,,2021_03_05-A-1614919980,trace-2021_03_05-1614919980,26
1614919980005,Tomcat02,2021_03_05-A-1614919980,2021_03_05-B-1614919980,trace-2021_03_05-1614919980,38
1614919980010,Tomcat01,2021_03_05-B-1614919980,2021_03_05-C-1614919980,trace-2021_03_05-1614919980,47
1614920040000,apache01,,2021_03_05-A-1614920040,trace-2021_03_05-1614920040,22
1614920040005,Tomcat02,2021_03_05-A-1614920040,2021_03_05-B-1614920040,trace-2021_03_05-1614920040,31
1614920040010,Tomcat01,2021_03_05-B-1614920040,2021_03_05-C-1614920040,trace-2021_03_05-1614920040,52
1614920100000,apache01,,2021_03_05-A-1614920100,trace-2021_03_05-1614920100,27
1614920100005,Tomcat02,2021_03_05-A-1614920100,2021_03_05-B-1614920100,trace-2021_03_05-1614920100,30
1614920100010,Tomcat01,2021_03_05-B-1614920100,2021_03_05-C-1614920100,trace-2021_03_05-1614920100,57
1614920160000,apache01,,2021_03_05-A-1614920160,trace-2021_03_05-1614920160,25
1614920160005,Tomcat02,2021_03_05-A-1614920160,2021_03_05-B-1614920160,trace-2021_03_05-1614920160,38
1614920160010,Tomcat01,2021_03_05-B-1614920160,2021_03_05-C-1614920160,trace-2021_03_05-1614920160,54
1614920220000,apache01,,2021_03_05-A-1614920220,trace-2021_03_05-1614920220,20
1614920220005,Tomcat02,2021_03_05-A-1614920220,2021_03_05-B-1614920220,trace-2021_03_05-1614920220,35
1614920220010,Tomcat01,2021_03_05-B-1614920220,2021_03_05-C-1614920220,trace-2021_03_05-1614920220,52
1614920280000,apache01,,2021_03_05-A-1614920280,trace-2021_03_05-1614920280,26
1614920280005,Tomcat02,2021_03_05-A-1614920280,2021_03_05-B-1614920280,trace-2021_03_05-1614920280,30
1614920280010,Tomcat01,2021_03_05-B-1614920280,2021_03_05-C-1614920280,trace-2021_03_05-1614920280,46
1614920340000,apache01,,2021_03_05-A-1614920340,trace-2021_03_05-1614920340,25
1614920340005,Tomcat02,2021_03_05-A-1614920340,2021_03_05-B-1614920340,trace-2021_03_05-1614920340,31
1614920340010,Tomcat01,2021_03_05-B-1614920340,2021_03_05-C-1614920340,trace-2021_03_05-1614920340,58
1614920400000,apache01,,2021_03_05-A-1614920400,trace-2021_03_05-1614920400,23
1614920400005,Tomcat02,2021_03_05-A-1614920400,2021_03_05-B-1614920400,trace-2021_03_05-1614920400,36
1614920400010,Tomcat01,2021_03_05-B-1614920400,2021_03_05-C-1614920400,trace-2021_03_05-1614920400,50
1614920460000,apache01,,2021_03_05-A-1614920460,trace-2021_03_05-1614920460,24
1614920460005,Tomcat02,2021_03_05-A-1614920460,2021_03_05-B-1614920460,trace-2021_03_05-1614920460,34
1614920460010,Tomcat01,2021_03_05-B-1614920460,2021_03_05-C-1614920460,trace-2021_03_05-1614920460,60
1614920520000,apache01,,2021_03_05-A-1614920520,trace-2021_03_05-1614920520,25
1614920520005,Tomcat02,2021_03_05-A-1614920520,2021_03_05-B-1614920520,trace-2021_03_05-1614920520,32
1614920520010,Tomcat01,2021_03_05-B-1614920520,2021_03_05-C-1614920520,trace-2021_03_05-1614920520,56
1614920580000,apache01,,2021_03_05-A-1614920580,trace-2021_03_05-1614920580,26
1614920580005,Tomcat02,2021_03_05-A-1614920580,2021_03_05-B-1614920580,trace-2021_03_05-1614920580,34
1614920580010,Tomcat01,2021_03_05-B-1614920580,2021_03_05-C-1614920580,trace-2021_03_05-1614920580,45
1614920640000,apache01,,2021_03_05-A-1614920640,trace-2021_03_05-1614920640,21
1614920640005,Tomcat02,2021_03_05-A-1614920640,2021_03_05-B-1614920640,trace-2021_03_05-1614920640,38
1614920640010,Tomcat01,2021_03_05-B-1614920640,2021_03_05-C-1614920640,trace-2021_03_05-1614920640,45
1614920700000,apache01,,2021_03_05-A-1614920700,trace-2021_03_05-1614920700,21
1614920700005,Tomcat02,2021_03_05-A-1614920700,2021_03_05-B-1614920700,trace-2021_03_05-1614920700,33
1614920700010,Tomcat01,2021_03_05-B-1614920700,2021_03_05-C-1614920700,trace-2021_03_05-1614920700,47
1614920760000,apache01,,2021_03_05-A-1614920760,trace-2021_03_05-1614920760,23
1614920760005,Tomcat02,2021_03_05-A-1614920760,2021_03_05-B-1614920760,trace-2021_03_05-1614920760,33
1614920760010,Tomcat01,2021_03_05-B-1614920760,2021_03_05-C-1614920760,trace-2021_03_05-1614920760,54
1614920820000,apache01,,2021_03_05-A-1614920820,trace-2021_03_05-1614920820,24
1614920820005,Tomcat02,2021_03_05-A-1614920820,2021_03_05-B-1614920820,trace-2021_03_05-1614920820,31
1614920820010,Tomcat01,2021_03_05-B-1614920820,2021_03_05-C-1614920820,trace-2021_03_05-1614920820,59
1614920880000,apache01,,2021_03_05-A-1614920880,trace-2021_03_05-1614920880,22
1614920880005,Tomcat02,2021_03_05-A-1614920880,2021_03_05-B-1614920880,trace-2021_03_05-1614920880,38
1614920880010,Tomcat01,2021_03_05-B-1614920880,2021_03_05-C-1614920880,trace-2021_03_05-1614920880,54
1614920940000,apache01,,2021_03_05-A-1614920940,trace-2021_03_05-1614920940,26
1614920940005,Tomcat02,2021_03_05-A-1614920940,2021_03_05-B-1614920940,trace-2021_03_05-1614920940,33
1614920940010,Tomcat01,2021_03_05-B-1614920940,2021_03_05-C-1614920940,trace-2021_03_05-1614920940,56
